,i,g,year,omegaland,omegasupply,omegalabor,omegaestablish,omegacash,omeganoncash,omegatotal,xwater,p,y,xland,omegawater,sigma,theta,pc,pimarginal,price_yield_correction_param,alphaland,alphawater,alphasupply,alphalabor,rho,lambdaland,lambdacrop,betaland,betawater,betasupply,betalabor,tau,gamma,delta
5,SUBTRP,DAP014,2015.5,794.0,875.0,2275.0,283.0,3525.0,980.0,4471.0,3.302832215,618.0158749999999,5.3549999999999995,730.589026075,10.0,0.17,0.5,806.6578998677127,198.85141610750043,0.9523809523809523,1,3.302832215,1,1,-4.88235294117647,40.7157987375233,301.908932904077,0.07302109977828643,0.724610908484111,0.05621333103822296,0.1461546606993797,4.118437833000267,0.002737517165765211,56191.58554114728
0,OTHDEC,DAP015,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.188866592,2228.7506733333335,2.033333333333333,1.81326516,10.0,0.17,0.11,2623.6239460884062,252.8444332959998,0.9523809523809524,1,3.188866592,1,1,-4.88235294117647,277.813357793093,0.0,0.11934899366978176,0.6337072896116187,0.11383587276986068,0.1331078439487388,1.6573167381708391,5.0135574715995155,0.03883463036675441
0,ALFAL,DAP017,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,233.46913999999998,5.125,491.60364935,10.0,0.17,0.51,286.85989826625894,70.00740853800005,0.9523809523809523,1,4.414817076,1,1,-4.88235294117647,18.4344816275,51.5743262270771,0.009795836281827165,0.9775782482653959,0.008286248373117585,0.004339667079659305,2.3691432000363806,0.003988547107650738,21984.756165042894
1,CORN,DAP017,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,160.52200000000005,5.22,300.37129710000005,10.0,0.17,0.64,292.0061066376437,72.58437507850022,0.9523809523809522,1,1.868750157,1,1,-4.88235294117647,18.4344816275,54.1498934510002,0.39477864119872086,0.2081202679694033,0.3118952938586786,0.08520579697319719,4.988974053542806,0.0052018951713612305,30244.944746353667
2,GRAIN,DAP017,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,164.41848499999998,1.705,436.17083725,10.0,0.17,0.38,499.115860392473,38.76668643350001,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,18.4344816275,57.2243316716664,0.463734517475034,8.632697584907205e-05,0.376742622511384,0.15943653303773303,1.7067537039643532,0.006033367484997809,4683.55210018267
3,PASTR,DAP017,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,108.00433333333335,3.3550000000000004,95.59890789666666,10.0,0.17,0.51,135.63414433717654,21.571893396000007,0.9523809523809522,1,4.643786792,1,1,-4.88235294117647,18.4344816275,5.18020470372727,0.0031932793825032056,0.9951424068762921,0.001652425785910369,1.1887955294319203e-05,1.1518655254650458,0.02051053047431161,1843.2958834576766
4,PRTOM,DAP017,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,69.19852,41.64,62.65022039,10.0,0.17,0.28,74.32632689117435,147.3784881785,0.9523809523809523,1,1.956976357,1,1,-4.88235294117647,18.4344816275,128.944006551,0.20291917569992965,0.14440406743425485,0.4417948379807822,0.2108819188850333,40.38334483344219,0.057005842105523216,359.7343122111242
5,SAFLR,DAP017,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,345.219,0.98,131.04884769999998,10.0,0.17,0.34,395.02460630357143,18.43448162750002,0.9523809523809523,1,1.068963255,1,1,-4.88235294117647,18.4344816275,0.0,0.36150483411553,0.03783799204977282,0.49074969096281645,0.10990748287188076,0.9778804341761943,0.022443360031072106,332.75969319983676
0,ALFAL,DAP018,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,195.68301999999997,4.5425,489.8815690250001,10.0,0.17,0.51,329.5303510747493,70.0074085380001,0.9523809523809523,1,4.414817076,1,1,-4.88235294117647,23.6146863312273,73.1287626658215,0.01021190390015941,0.9771674858505401,0.008282766626875916,0.004337843622424579,2.107453701551888,0.004002568044411211,22847.852060192454
1,CORN,DAP018,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,180.36100000000002,4.949999999999999,66.71171916,10.0,0.17,0.64,308.85261278981545,72.5843750785001,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,23.6146863312273,53.5182454083589,0.3962230969185581,0.2076235563000103,0.31115090680978663,0.08500243997164492,4.731495534561675,0.023421671929223297,6758.034259198973
2,CUCUR,DAP018,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,363.63,33.42,28.90003166,10.0,0.17,0.05,363.63,4588.662140060001,0.6224104811970355,1,1.885245994,1,1,-4.88235294117647,23.6146863312273,4565.04745372877,0.4153399476667244,0.03320137333891579,0.26612801442582895,0.285330664568531,33.20022912353025,0.6920407643594948,1.5525237826816435e-05
3,GRAIN,DAP018,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,164.58,1.76,111.3689128,10.0,0.17,0.38,462.5570540360796,38.76668643350001,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,23.6146863312273,15.1520001022727,0.439305025804099,9.025958797162041e-05,0.3939050748016067,0.1666996398063226,1.7618925700759833,0.02362938526745159,1083.5092916043218
4,PASTR,DAP018,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.81433333333332,3.355,16.280455935333332,10.0,0.17,0.51,135.63414433717654,21.571893396000007,0.9523809523809522,1,4.643786792,1,1,-4.88235294117647,23.6146863312273,0.0,0.0031932793825032043,0.995142406876292,0.0016524257859103688,1.1887955294319198e-05,1.1518655254650454,0.12043792394474759,313.91255472135373
5,PRTOM,DAP018,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,78.69097333333333,48.81666666666666,158.20581907666667,10.0,0.17,0.28,78.69097333333333,898.7350330966666,0.7785129499080791,1,1.956976357,1,1,-4.88235294117647,23.6146863312273,870.246564987661,0.3399888015677068,0.11957169047376338,0.3658217982259784,0.1746177097325514,47.60961836446442,0.022574571480824316,1838.1218360676853
6,SAFLR,DAP018,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,390.4635,1.085,137.1220191,10.0,0.17,0.34,415.3663031517857,84.11868453875002,0.8317304486379089,1,1.068963255,1,1,-4.88235294117647,23.6146863312273,58.3681200384602,0.45072318299030706,0.03255080530852115,0.422176145730319,0.0945498659708527,1.0829824304583573,0.021449337530854918,504.6227659895795
0,CORN,DAP019,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.30865375,165.2125,5.0275,147.040393515,10.0,0.17,0.64,304.69059085926494,72.80432687500013,0.9523809523809523,1,2.30865375,1,1,-4.88235294117647,75.7454080449543,0.0,0.2616349129556772,0.4762946887729809,0.20583807440384866,0.056232323867493224,4.417397625069773,0.010626331735439793,14868.124247631931
1,POTATO,DAP019,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,3.0958333330000003,652.0207200000001,18.64,98.31917119,10.0,0.17,0.19,652.0207200000001,8866.707887470002,0.27044994272630596,1,3.0958333330000003,1,1,-4.88235294117647,75.7454080449543,8790.96247942505,0.4765252562127607,0.3886820046862073,0.11426874178935228,0.02052399731167978,16.861498858075407,0.053531349288592815,914.2179885960188
0,GRAIN,DAP026,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.444941336,164.47232333333332,1.7233333333333334,207.32929076666665,10.0,0.17,0.38000000000000006,487.00224457794724,38.77247066799995,0.9523809523809526,1,0.444941336,1,1,-4.88235294117647,23.1147383895115,40.7030497398176,0.45612211969322647,0.00010222487337037751,0.382080251284704,0.16169540414869918,1.725174506367656,0.01269275044368942,2159.1423177161673
1,OTHTRK,DAP026,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.517859537,4029.0,2.88,6.933104202000001,10.0,0.17,0.19,4029.0,5186.34140463,0.5530372331301191,1,2.517859537,1,1,-4.88235294117647,23.1147383895115,5163.22666624049,0.4185911001927709,0.16486204600940857,0.3794723805766812,0.03707447322113936,2.776900319782616,0.7591343994539376,39.5912321361759
2,PASTR,DAP026,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.663861608,106.387,3.3550000000000004,43.441323505,10.0,0.17,0.51,135.54496407437003,21.581930804000038,0.9523809523809523,1,4.663861608,1,1,-4.88235294117647,23.1147383895115,0.0,0.0031078734598815223,0.9952693053293306,0.0016112296307110843,1.1591580077058161e-05,1.1457702166631594,0.04513638525538496,836.0574182202108
3,VINE,DAP026,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.446170892,880.2761625,5.3925,5.53375373925,10.0,0.17,0.11,923.4116351557432,409.6746587214998,0.9201698944578789,1,2.446170892,1,1,-4.88235294117647,23.1147383895115,530.920795267833,0.32222396654735036,0.2801597721000289,0.15617006976765332,0.24144619158496727,5.046466671737766,1.6428105621015943,0.15214208348975208
0,ALPIS,DAP027,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.083923885,6596.589999999997,0.95,4.144224408,10.0,0.17,0.11,6596.589999999997,2731.921261149998,0.56406164538281,1,4.083923885,1,1,-4.88235294117647,23.1039880974206,2708.81727305258,0.08396402658976883,0.863293885355842,0.036054333299461803,0.01668775475492751,0.6328457893425486,2.1936334029981635,0.1964324515390189
1,GRAIN,DAP027,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,164.47232333333332,1.7233333333333334,68.62288167,10.0,0.17,0.38000000000000006,486.9295916070085,38.76668643350001,0.9523809523809522,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,40.704279435324,0.4561226112537628,8.755232572882772e-05,0.38209021545846283,0.1616996209620454,1.7251310037253103,0.038348417952242204,714.625815803251
2,OTHDEC,DAP027,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.184728218,2737.3897475,2.0975,5.9795010895,10.0,0.17,0.11,2935.299692173596,1075.952206539499,0.8409719121690296,1,3.184728218,1,1,-4.88235294117647,23.1039880974206,1076.8398340567,0.16743669868181577,0.5978184443582287,0.1082124543412606,0.12653240261869492,1.7423737374887687,1.5203457537406793,0.18899773236103548
3,PASTR,DAP027,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.387,3.3550000000000004,74.2900339125,10.0,0.17,0.51,135.48192429729374,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,23.1039880974206,0.0,0.0031872275748922865,0.9951484485795302,0.0016524358181089294,1.1888027468409563e-05,1.151602065206173,0.026393638694995534,1429.7042207216741
4,VINE,DAP027,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,880.2761625,5.3925,18.358124834999998,10.0,0.17,0.11,923.4201583888514,409.5683374765001,0.9201921138080975,1,2.460587332,1,1,-4.88235294117647,23.1039880974206,530.833342694461,0.3190703760271108,0.28718738109607855,0.15464848779414375,0.23909375508266695,5.036366342558037,0.4951981301258589,0.5047061780840799
0,ALFAL,DAP028,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,195.68301999999997,4.5425,18.2086323675,10.0,0.17,0.51,329.5303510747493,70.0074085380001,0.9523809523809523,1,4.414817076,1,1,-4.88235294117647,23.1039880974206,73.6394608996281,0.010211903900159407,0.9771674858505399,0.008282766626875913,0.004337843622424577,2.1074537015518877,0.10768432654092301,849.2422757996037
1,CORN,DAP028,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,107.0380481,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,23.1039880974206,52.4125827438786,0.3957105900420787,0.20779979441011323,0.311415022542848,0.08507459300496015,4.805368456925027,0.014597612977211979,10819.96446281654
2,GRAIN,DAP028,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,164.47232333333332,1.7233333333333334,88.53899479,10.0,0.17,0.38000000000000006,486.9295916070085,38.76668643350001,0.9523809523809522,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,40.704279435324,0.4561226112537629,8.755232572882768e-05,0.3820902154584629,0.16169962096204543,1.72513100372531,0.02972225914254047,922.0284814979485
3,OTHDEC,DAP028,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.184728218,2737.3897475,2.0975,75.4371768975,10.0,0.17,0.11,2935.299692173596,1075.952206539499,0.8409719121690296,1,3.184728218,1,1,-4.88235294117647,23.1039880974206,1076.8398340567,0.16743669868181585,0.5978184443582287,0.10821245434126066,0.12653240261869497,1.742373737488769,0.12050966731246228,2.384388790292534
4,PASTR,DAP028,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.387,3.3550000000000004,9.4699960695,10.0,0.17,0.51,135.48192429729374,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,23.1039880974206,0.0,0.0031872275748922874,0.9951484485795303,0.0016524358181089298,1.1888027468409565e-05,1.151602065206173,0.20705228379561683,182.24912061190633
5,PRTOM,DAP028,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,76.31786,47.022499999999994,175.969483375,10.0,0.17,0.28,77.59981172279359,710.895896867125,0.8219799505262975,1,1.956976357,1,1,-4.88235294117647,23.1039880974206,678.263395067641,0.30936312109270864,0.12512002722168986,0.38279657309323745,0.18272027859236398,45.803006830246176,0.020295726866559432,1777.8481606120627
6,SUBTRP,DAP028,2015.5,794.0,875.0,2275.0,283.0,3525.0,980.0,4471.0,3.302832215,721.9346299999999,1.995,8.3765511265,10.0,0.17,0.5,2120.1404992680086,198.85141610750043,0.9523809523809523,1,3.302832215,1,1,-4.88235294117647,23.1039880974206,229.547985792256,0.067631832311156,0.728823649458568,0.05654014395285439,0.1470043742774214,1.5295344773456838,0.23876174929235655,593.2647995599759
7,VINE,DAP028,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,880.2761625,5.3925,1.10134105375,10.0,0.17,0.11,923.4201583888514,409.5683374765001,0.9201921138080975,1,2.460587332,1,1,-4.88235294117647,23.1039880974206,530.833342694461,0.31907037602711075,0.2871873810960786,0.15464848779414372,0.23909375508266692,5.036366342558036,8.254399543134339,0.030278344820137332
0,ALFAL,DAP029,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.413423212,195.68301999999997,4.5425,104.73032170499998,10.0,0.17,0.51,329.52707056128025,70.00671160599995,0.9523809523809524,1,4.413423212,1,1,-4.88235294117647,23.1058759886464,73.6366099159693,0.010230440775785487,0.9771260210207398,0.008297813989080026,0.004345724214394852,2.108233013535644,0.018722221815078023,4884.5670075647895
1,ALPIS,DAP029,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.088455151000002,4527.016,0.92,10.65608448,10.0,0.17,0.11,4527.016,629.9701684900001,0.84874138215078,1,4.088455151000002,1,1,-4.88235294117647,23.1058759886464,606.864292501354,0.039406401208189584,0.9056250648217511,0.03757632505363756,0.01739220891642177,0.5684551777436176,0.8531190896591964,0.22744914561802448
2,CORN,DAP029,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.871513779,165.2125,5.0275,228.8785111525,10.0,0.17,0.64,303.77586201161785,72.58575688950003,0.9523809523809523,1,1.871513779,1,1,-4.88235294117647,23.1058759886464,52.4121324847622,0.39499443722021926,0.20923426501684256,0.31085083387208257,0.08492046389085561,4.803602773953301,0.006826765833682473,23136.278414612785
3,CUCUR,DAP029,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.8853746629999997,337.92457999999993,41.57333333333333,30.145094269999998,10.0,0.17,0.05000000000000001,337.92457999999993,6330.6493897033315,0.5490868781150674,1,1.8853746629999997,1,1,-4.88235294117647,23.1058759886464,6461.69158324802,0.49207225584585196,0.028854862666421243,0.2311954087803797,0.24787747270734722,41.33613345626189,0.6634578688282203,2.2084783861507625e-05
4,GRAIN,DAP029,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.435404441,164.47232333333332,1.7233333333333334,322.41740179999994,10.0,0.17,0.38000000000000006,486.9423504160421,38.76770222050004,0.9523809523809522,1,0.435404441,1,1,-4.88235294117647,23.1058759886464,40.7040634849994,0.45612258653592375,8.999401401096882e-05,0.3820885171906846,0.1616989022593806,1.725138691554934,0.008162025165753387,3357.6090771774006
5,OTHDEC,DAP029,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.187560904,2737.3897475,2.0975,350.132398975,10.0,0.17,0.11,2935.3067919946625,1075.9387512809988,0.8409739555593262,1,3.187560904,1,1,-4.88235294117647,23.1058759886464,1076.82451118016,0.16691275015548987,0.599075731409135,0.10787440066615334,0.1261371177692218,1.7412583522225795,0.025964204162546512,11.06678965138811
6,OTHTRK,DAP029,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.510283621,3825.144645,2.445,85.37874018,10.0,0.17,0.19,3825.144645,3024.05290024,0.7173236140025747,1,2.510283621,1,1,-4.88235294117647,23.1058759886464,2912.26994482635,0.3069573949038156,0.19403038201364983,0.45459797500211513,0.04441424808041953,2.3406161464918824,0.06164482965713447,298.4432889873635
7,PASTR,DAP029,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.647312191,106.387,3.3550000000000004,107.45468377,10.0,0.17,0.51,135.4929949027262,21.57365609550007,0.9523809523809522,1,4.647312191,1,1,-4.88235294117647,23.1058759886464,0.0,0.0031731224025298866,0.9951699309352006,0.001645111328967412,1.1835333301923827e-05,1.1505739685053402,0.018247546267247186,2067.9691289266443
8,PRTOM,DAP029,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.960320085,76.31786,47.022499999999994,246.000878075,10.0,0.17,0.28,77.60002251256304,710.8712368731248,0.8219865741241029,1,1.960320085,1,1,-4.88235294117647,23.1058759886464,678.237981758349,0.30896903585422897,0.12622414815606936,0.38231595217035225,0.18249086381934948,45.791247665857846,0.014517950502354406,2485.341111990718
9,VINE,DAP029,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.458055617,880.2761625,5.3925,47.482510447500005,10.0,0.17,0.11,923.4186615978886,409.58700887462487,0.9201882118002345,1,2.458055617,1,1,-4.88235294117647,23.1058759886464,530.848700507968,0.31962623542712176,0.2859486416986959,0.15491669970396277,0.23950842317021964,5.038152479493188,0.19145805487602932,1.3054112513275395
0,ALFAL,DAP030,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.413886008,233.46913999999998,5.125,93.01213221500001,10.0,0.17,0.51,286.85799071049206,70.00694300399994,0.9523809523809524,1,4.413886008,1,1,-4.88235294117647,22.198221922062,47.8101203892097,0.009807717221133735,0.9775510444619713,0.0082963045990082,0.004344933717886647,2.369728585325127,0.021080952205171314,4159.545035574586
1,GRAIN,DAP030,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.434729911,164.58,1.76,72.15945955,10.0,0.17,0.38,462.5651500372159,38.76736495550006,0.9523809523809523,1,0.434729911,1,1,-4.88235294117647,22.198221922062,16.5691430334381,0.4393047596059232,9.193467480164737e-05,0.393904084855614,0.16669922086366112,1.7618979793000138,0.03646893926006991,702.0414588772163
2,PASTR,DAP030,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.646141676,98.84933333333333,3.4466666666666668,16.558806563333334,10.0,0.17,0.51,131.6227191534029,21.573070838000035,0.9523809523809522,1,4.646141676,1,1,-4.88235294117647,22.198221922062,0.0,0.0031670807973409863,0.9951735095387837,0.001647556737704656,1.1852926170537093e-05,1.1818799021631703,0.11841338361106979,317.59595688988094
0,CORN,DAP031,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,168.90733333333336,4.97,115.04540806666667,10.0,0.17,0.64,307.31703638073526,72.58437507850006,0.9523809523809524,1,1.868750157,1,1,-4.88235294117647,22.400731513162,53.2774377290922,0.39576186792114043,0.20778216124866575,0.3113885969566953,0.08506737387349855,4.750429378188773,0.013581593792031754,11631.884220617356
1,GRAIN,DAP031,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,176.34452,3.01,43.208459932000004,10.0,0.17,0.38,270.6564442671543,38.766686433499956,0.9523809523809524,1,0.4333728670000001,1,1,-4.88235294117647,22.400731513162,16.9414370609724,0.43970317963729516,9.019549394084164e-05,0.39362535976461616,0.1665812651041479,3.013234431320321,0.060904252350347826,421.0555409096883
