g,i,year,xland,xwater,p,y,omegalabor,omegasupply,omegaland,Etc
BRADEN IRRIGATION DISTRICT NO. 20,Cereal Grain,2021,15,1.5,275,1.9,79,203,281,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2021,15,2.2,275,1.9,79,203,281,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2021,2,2.2,232,4.7,136,294,281,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2021,15,2.2,0.4,12900,1666,592,301,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Vegetable,2021,1,2.2,856,15.2,5989,4294,281,0.3
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2021,139,2.6,275,1.9,79,203,281,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2021,199,2.2,232,4.7,136,294,281,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2021,246,2.4,0.4,12900,1666,592,301,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2021,111,2.1,856,15.2,5989,4294,281,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2021,1721,2.8,275,1.9,79,203,281,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2021,873,1.7,232,4.7,136,294,281,0.51
GARDENA FARMS DISTRICT NO. 13,Oilseed,2021,110,2.8,400,0.6,848,678,281,0.74
GARDENA FARMS DISTRICT NO. 13,Orchard,2021,7,2.8,4677,17.1,1921,3616,281,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2021,2819,2.3,0.4,12900,1666,592,301,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2021,448,2.3,856,15.2,5989,4294,281,0.3
HUDSON BAY IRRIGATION DISTRICT NO.,Cereal Grain,2021,41,2.7,275,1.9,79,203,281,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2021,34,2,232,4.7,136,294,281,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2021,7,1.7,232,4.7,136,294,281,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2021,15,1.6,856,15.2,5989,4294,281,0.3
Irrigated area outside irrigation districts,Berry,2021,29,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2021,13341,2.4,275,1.9,79,203,281,0.74
Irrigated area outside irrigation districts,Hay/Silage,2021,6554,2.1,232,4.7,136,294,281,0.51
Irrigated area outside irrigation districts,Herb,2021,10,2.2,386,0.1,283,509,281,0.41
Irrigated area outside irrigation districts,Oilseed,2021,628,2.8,400,0.6,848,678,281,0.74
Irrigated area outside irrigation districts,Orchard,2021,1243,2.4,3029,17.1,1921,3616,281,0.13
Irrigated area outside irrigation districts,Seed,2021,8898,2.2,0.4,12900,1666,592,301,0.74
Irrigated area outside irrigation districts,Vegetable,2021,5807,2.3,856,15.2,5989,4294,281,0.3
Irrigated area outside irrigation districts,Vineyard,2021,1813,2.2,936.7,4,2486,3277,281,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2021,67,2.8,275,1.9,79,203,281,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2021,29,2.9,232,4.7,136,294,281,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2021,115,2.1,0.4,12900,1666,592,301,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2021,40,3,275,1.9,79,203,281,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2021,3,3,0.4,12900,1666,592,301,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Vegetable,2021,6,3,856,15.2,5989,4294,281,0.3
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2021,420,2.4,275,1.9,79,203,281,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2021,877,2.2,232,4.7,136,294,281,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2021,257,2.2,0.4,12900,1666,592,301,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2021,80,2.1,856,15.2,5989,4294,281,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2021,1256,1.4,275,1.9,79,203,281,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2021,290,2.9,232,4.7,136,294,281,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Herb,2021,108,2.3,386,0.1,283,509,281,0.41
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2021,566,2.6,1381,17.1,1921,3616,281,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2021,1311,2.3,856,15.2,5989,4294,281,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Cereal Grain,2021,34,1.4,275,1.9,79,203,281,0.74
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2021,79,2.6,856,15.2,5989,4294,281,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2021,7,1.9,232,4.7,136,294,281,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2021,178,2.8,275,1.9,79,203,281,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2021,253,2.5,232,4.7,136,294,281,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Herb,2021,2,2.8,386,0.1,283,509,281,0.41
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2021,520,2.4,0.4,12900,1666,592,301,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2021,73,2.4,856,15.2,5989,4294,281,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2019,1,2.3,776.7,5.3,2354,3103,260,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2019,27,2.4,180.4,2.8,75,193,260,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2019,34,1.9,193,4.7,128,278,260,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2019,9,2.3,0.4,12900,1586,564,286,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2019,30,2.1,780,16.6,5671,4066,260,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2019,1,2.3,776.7,5.3,2354,3103,260,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2019,16,2.4,180.4,2.8,75,193,260,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2019,6,2.1,193,4.7,128,278,260,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2019,2,2.3,780,16.6,5671,4066,260,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Hay/Silage,2019,15,1.7,193,4.7,128,278,260,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2019,25,2.4,180.4,2.8,75,193,260,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2019,5,2.1,193,4.7,128,278,260,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2019,1,1.9,0.4,12900,1586,564,286,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2019,184,2.3,180.4,2.8,75,193,260,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2019,180,2.6,193,4.7,128,278,260,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2019,299,1.8,0.4,12900,1586,564,286,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2019,44,2.2,780,16.6,5671,4066,260,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2019,2070,2.5,180.4,2.8,75,193,260,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2019,773,2.3,193,4.7,128,278,260,0.51
GARDENA FARMS DISTRICT NO. 13,Orchard,2019,7,2.3,4142,18.9,1819,3424,260,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2019,2926,2.4,0.4,12900,1586,564,286,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2019,255,2.4,780,16.6,5671,4066,260,0.3
GARDENA FARMS DISTRICT NO. 13,Vineyard,2019,4,2.3,776.7,5.3,2354,3103,260,0.13
HUDSON BAY IRRIGATION DISTRICT NO.,Cereal Grain,2019,1,1.8,180.4,2.8,75,193,260,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2019,34,1.6,193,4.7,128,278,260,0.51
HUDSON BAY IRRIGATION DISTRICT NO.,Seed,2019,39,1.8,0.4,12900,1586,564,286,0.74
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2019,24,1.9,193,4.7,128,278,260,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2019,12,1.5,780,16.6,5671,4066,260,0.3
Irrigated area outside irrigation districts,Berry,2019,25,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2019,16863,2.4,180.4,2.8,75,193,260,0.74
Irrigated area outside irrigation districts,Hay/Silage,2019,6822,2.1,193,4.7,128,278,260,0.51
Irrigated area outside irrigation districts,Herb,2019,444,2.1,424,0.1,305,549,294,0.41
Irrigated area outside irrigation districts,Oilseed,2019,318,2.4,385,0.8,881.5,705,287.5,0.74
Irrigated area outside irrigation districts,Orchard,2019,1285,2.3,2688,18.9,1819,3424,260,0.13
Irrigated area outside irrigation districts,Seed,2019,7905,2.3,0.4,12900,1586,564,286,0.74
Irrigated area outside irrigation districts,Vegetable,2019,4542,2.3,780,16.6,5671,4066,260,0.3
Irrigated area outside irrigation districts,Vineyard,2019,1817,2.3,776.7,5.3,2354,3103,260,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2019,54,2.4,180.4,2.8,75,193,260,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2019,50,2.6,193,4.7,128,278,260,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2019,89,2.4,0.4,12900,1586,564,286,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2019,13,2.5,180.4,2.8,75,193,260,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2019,38,2.8,0.4,12900,1586,564,286,0.74
ORCHARD IRRIGATION DISTRICT NO. 10,Hay/Silage,2019,2,1.7,193,4.7,128,278,260,0.51
ORCHARD IRRIGATION DISTRICT NO. 10,Vegetable,2019,1,1.7,780,16.6,5671,4066,260,0.3
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2019,970,2.4,180.4,2.8,75,193,260,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2019,574,2.2,193,4.7,128,278,260,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2019,347,1.9,0.4,12900,1586,564,286,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2019,1,1.9,780,16.6,5671,4066,260,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2019,673,2.6,180.4,2.8,75,193,260,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2019,624,1.8,193,4.7,128,278,260,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2019,526,2.4,1234,18.9,1819,3424,260,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2019,1614,2.6,780,16.6,5671,4066,260,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2019,34,2.3,780,16.6,5671,4066,260,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2019,3,1.6,193,4.7,128,278,260,0.51
WATER DISTRIBUTION DISTRICT NO. 1,Seed,2019,3,1.6,0.4,12900,1586,564,286,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2019,493,2.3,180.4,2.8,75,193,260,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2019,165,2.2,193,4.7,128,278,260,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2019,534,2.2,0.4,12900,1586,564,286,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2019,32,2.9,780,16.6,5671,4066,260,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2015,1,2.562,678.6666667,5.788732394,2200,2900,222,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Berry,2015,1,1.811,2273,3.962566845,5400,7600,222,0.25
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2015,29,1.855503829,160,2.213139293,70,180,222,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2015,37,1.852347341,174,5.418390805,120,260,222,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2015,10,2.316699845,0.3747,12900,1436,511,259,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2015,37,2.562335685,255,26.88743272,5300,3800,222,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2015,1,2.562,678.6666667,5.788732394,2200,2900,222,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Berry,2015,1,1.811,2273,3.962566845,5400,7600,222,0.25
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2015,18,1.832013574,160,2.213139293,70,180,222,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2015,6,1.8,174,5.4,120,260,222,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Seed,2015,7,2,0.4,12900,1436,511,259,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2015,1,1.9,255,26.9,5300,3800,222,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Hay/Silage,2015,15,2,174,5.4,120,260,222,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2015,2,2.4,160,2.2,70,180,222,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2015,7,2.6,174,5.4,120,260,222,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2015,3,2.4,0.4,12900,1436,511,259,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Vegetable,2015,24,2.2,255,26.9,5300,3800,222,0.3
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2015,178,2.8,160,2.2,70,180,222,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2015,265,2.8,174,5.4,120,260,222,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2015,168,2.1,0.4,12900,1436,511,259,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2015,121,2.4,255,26.9,5300,3800,222,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2015,1432,2.8,160,2.2,70,180,222,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2015,755,3,174,5.4,120,260,222,0.51
GARDENA FARMS DISTRICT NO. 13,Orchard,2015,7,3,4446,16.2,1700,3200,222,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2015,3656,2.3,0.4,12900,1436,511,259,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2015,160,3.1,255,26.9,5300,3800,222,0.3
GARDENA FARMS DISTRICT NO. 13,Vineyard,2015,4,2.6,678.7,5.8,2200,2900,222,0.13
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2015,62,1.7,174,5.4,120,260,222,0.51
HUDSON BAY IRRIGATION DISTRICT NO.,Vegetable,2015,16,1.9,255,26.9,5300,3800,222,0.3
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2015,27,1.6,174,5.4,120,260,222,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2015,15,1.7,255,26.9,5300,3800,222,0.3
Irrigated area outside irrigation districts,Berry,2015,29,1.9,2273,4,5400,7600,222,0.25
Irrigated area outside irrigation districts,Cereal Grain,2015,14089,2.5,160,2.2,70,180,222,0.74
Irrigated area outside irrigation districts,Hay/Silage,2015,7689,2.3,174,5.4,120,260,222,0.51
Irrigated area outside irrigation districts,Herb,2015,711,2.1,424,0.1,305,549,294,0.41
Irrigated area outside irrigation districts,Oilseed,2015,165,2.4,385,0.8,881.5,705,287.5,0.74
Irrigated area outside irrigation districts,Orchard,2015,1287,2.6,1269,16.2,1700,3200,222,0.13
Irrigated area outside irrigation districts,Seed,2015,9371,2.3,0.4,12900,1436,511,259,0.74
Irrigated area outside irrigation districts,Vegetable,2015,3601,2.4,255,26.9,5300,3800,222,0.3
Irrigated area outside irrigation districts,Vineyard,2015,1777,2.1,678.7,5.8,2200,2900,222,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2015,55,2.9,160,2.2,70,180,222,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2015,46,3,174,5.4,120,260,222,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2015,72,2.5,0.4,12900,1436,511,259,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Vegetable,2015,18,2.7,255,26.9,5300,3800,222,0.3
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2015,30,3,160,2.2,70,180,222,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2015,22,2.4,0.4,12900,1436,511,259,0.74
ORCHARD IRRIGATION DISTRICT NO. 10,Hay/Silage,2015,2,1.9,174,5.4,120,260,222,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2015,665,2.1,160,2.2,70,180,222,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2015,621,2.1,174,5.4,120,260,222,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Orchard,2015,1,2.1,1269,16.2,1700,3200,222,0.13
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2015,554,1.9,0.4,12900,1436,511,259,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2015,107,2.3,255,26.9,5300,3800,222,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2015,1124,2.8,160,2.2,70,180,222,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2015,2,2.5,174,5.4,120,260,222,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2015,455,2.6,1269,16.2,1700,3200,222,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2015,2032,2.7,255,26.9,5300,3800,222,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2015,34,0.9,255,26.9,5300,3800,222,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2015,8,1.8,174,5.4,120,260,222,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2015,236,2.1,160,2.2,70,180,222,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2015,258,2.6,174,5.4,120,260,222,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2015,697,2.6,0.4,12900,1436,511,259,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2015,113,2.5,255,26.9,5300,3800,222,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2016,1,2,703,7,2222,2929,231,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Berry,2016,1,2,1900,4,5454,7676,231,0.25
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2016,29,2,146,3,71,182,231,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2016,37,2,142,5,253,455,231,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2016,10,2,0,12900,1472,524,266,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2016,37,2,255,16,5353,3838,231,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2016,1,2,703,7,2222,2929,231,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Berry,2016,1,2,1900,4,5454,7676,231,0.25
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2016,18,2,146,3,71,182,231,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2016,6,2,142,5,253,455,231,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Seed,2016,7,2,0.4,12900,1472,524,266,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2016,1,2,255,16,5353,3838,231,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Hay/Silage,2016,15,2,142,5,253,455,231,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2016,2,2,146,3,71,182,231,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2016,7,2,142,5,253,455,231,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2016,3,2,0.4,12900,1472,524,266,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Vegetable,2016,24,2,255,16,5353,3838,231,0.3
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2016,178,3,146,3,71,182,231,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2016,265,3,142,5,253,455,231,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2016,168,2,0.4,12900,1472,524,266,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2016,121,2,255,16,5353,3838,231,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2016,1432,3,146,3,71,182,231,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2016,755,3,142,5,253,455,231,0.51
GARDENA FARMS DISTRICT NO. 13,Orchard,2016,7,3,4772,19,1717,3232,231,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2016,3656,3,0.4,12900,1472,524,266,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2016,160,3,255,16,5353,3838,231,0.3
GARDENA FARMS DISTRICT NO. 13,Vineyard,2016,4,2,702.7,7,2222,2929,231,0.13
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2016,62,2,142,5,253,455,231,0.51
HUDSON BAY IRRIGATION DISTRICT NO.,Vegetable,2016,16,2,255,16,5353,3838,231,0.3
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2016,27,2,142,5,253,455,231,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2016,15,2,255,16,5353,3838,231,0.3
Irrigated area outside irrigation districts,Berry,2016,29,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2016,14083,2,146,3,71,182,231,0.74
Irrigated area outside irrigation districts,Hay/Silage,2016,7703,2,142,5,253,455,231,0.51
Irrigated area outside irrigation districts,Herb,2016,711,2,424,0,305,549,294,0.41
Irrigated area outside irrigation districts,Oilseed,2016,165,2,385,1,882,705,288,0.74
Irrigated area outside irrigation districts,Orchard,2016,1287,2,1364,19,1717,3232,231,0.13
Irrigated area outside irrigation districts,Seed,2016,9436,2,0.4,12900,1472,524,266,0.74
Irrigated area outside irrigation districts,Vegetable,2016,3601,2,255,16,5353,3838,231,0.3
Irrigated area outside irrigation districts,Vineyard,2016,1792,2,702.7,7,2222,2929,231,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2016,55,3,146,3,71,182,231,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2016,46,3,142,5,253,455,231,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2016,72,3,0.4,12900,1472,524,266,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Vegetable,2016,18,3,255,16,5353,3838,231,0.3
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2016,30,3,146,3,71,182,231,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2016,22,2,0.4,12900,1472,524,266,0.74
ORCHARD IRRIGATION DISTRICT NO. 10,Hay/Silage,2016,2,2,142,5,253,455,231,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2016,671,2,146,3,71,182,231,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2016,612,2,142,5,253,455,231,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Orchard,2016,1,2,1364,19,1717,3232,231,0.13
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2016,554,2,0.4,12900,1472,524,266,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2016,107,2,255,16,5353,3838,231,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2016,1124,3,146,3,71,182,231,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2016,2,2,142,5,253,455,231,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2016,455,2,1364,19,1717,3232,231,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2016,2032,2,255,16,5353,3838,231,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2016,34,1,255,16,5353,3838,231,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2016,8,2,142,5,253,455,231,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2016,236,2,146,3,71,182,231,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2016,258,2,142,5,253,455,231,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2016,697,2,0.4,12900,1472,524,266,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2016,113,2,255,16,5353,3838,231,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2017,1,2.375,730.3333333,5.739726027,2266,2987,240,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Berry,2017,1,1.8,1700,4,5562,7828,240,0.25
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2017,29,1.9,148,2.9,72,185,240,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2017,37,2,172,5.7,124,268,240,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2017,10,2.1,0.4,12900,1509,537,272,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2017,37,2.4,240,15.5,5459,3914,270,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2017,1,2.4,730.3,5.7,2266,2987,240,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Berry,2017,1,1.8,1700,4,5562,7828,240,0.25
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2017,18,2,148,2.9,72,185,240,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2017,6,1.8,172,5.7,124,268,240,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Seed,2017,7,2.2,0.4,12900,1509,537,272,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2017,1,2,240,15.5,5459,3914,270,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Hay/Silage,2017,15,1.8,172,5.7,124,268,240,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2017,2,2,148,2.9,72,185,240,0.74
